,alpha,beta,gamma,delta,lambda,luce
lambda,0.039589038,-0.053756777,-0.021997385,-0.004550802,1.137419657,-0.04354192
luce,-0.001413153,-0.009092249,-0.012957463,-0.001830002,-0.04354192,0.081472424
alpha,0.015120281,0.000831875,-0.012139863,0.00291397,0.044041557,-0.009071743
beta,0.000831875,0.005194028,0.003563323,0.001086942,-0.04090344,-0.004184629
gamma,-0.012139863,0.003563323,0.023715025,-0.001831886,-0.05326199,-0.003989065
delta,0.00291397,0.001086942,-0.001831886,0.010253302,-0.029285548,-0.006700756
lambda,0.044041557,-0.04090344,-0.05326199,-0.029285548,1.090516276,-0.090994436
luce,-0.009071743,-0.004184629,-0.003989065,-0.006700756,-0.090994436,0.061787109
alpha,0.030782288,-0.007963677,-0.026002914,0.011047538,0.006544498,-0.008366145
beta,-0.007963677,0.07892157,0.020290392,-0.033870755,-0.009260963,0.004061146
gamma,-0.026002914,0.020290392,0.075662224,-0.027125751,0.001085761,0.002641434
delta,0.011047538,-0.033870755,-0.027125751,0.047946039,-0.049623251,-0.014751544
lambda,0.006544498,-0.009260963,0.001085761,-0.049623251,1.348038864,-0.02460551
luce,-0.008366145,0.004061146,0.002641434,-0.014751544,-0.02460551,0.081066696
alpha,0.050327324,-0.000628025,-0.024624646,0.000389667,0.014028675,-0.00238236
beta,-0.000628025,0.000869034,0.002789703,0.00045305,-0.005625768,-0.001266374
gamma,-0.024624646,0.002789703,0.071327688,0.000200881,-0.014386255,-0.007421897
delta,0.000389667,0.00045305,0.000200881,0.002026423,-0.005535903,-0.002189547
lambda,0.014028675,-0.005625768,-0.014386255,-0.005535903,0.692434943,-0.099785393
luce,-0.00238236,-0.001266374,-0.007421897,-0.002189547,-0.099785393,0.059690292
alpha,0.0036097,-0.001196848,-0.000568914,0.010053879,0.015969646,-0.010725077
beta,-0.001196848,0.030756166,0.001557923,-0.0182696,-0.029318195,0.003403224
gamma,-0.000568914,0.001557923,0.003780438,-0.003728908,-0.010218612,-0.000868047
delta,0.010053879,-0.0182696,-0.003728908,0.093455636,-0.022888649,-0.023390209
lambda,0.015969646,-0.029318195,-0.010218612,-0.022888649,1.236478689,-0.044539287
luce,-0.010725077,0.003403224,-0.000868047,-0.023390209,-0.044539287,0.057767295
alpha,0.063791119,-0.000834359,-0.034811421,0.000408284,0.00359681,-0.001010753
beta,-0.000834359,0.004261399,0.003868644,0.000405731,-0.042228802,-0.004395227
gamma,-0.034811421,0.003868644,0.087638189,-0.000633667,-0.003365686,-0.010719625
delta,0.000408284,0.000405731,-0.000633667,0.000625325,-0.009015079,-0.001578097
lambda,0.00359681,-0.042228802,-0.003365686,-0.009015079,1.136988171,-0.116307718
luce,-0.001010753,-0.004395227,-0.010719625,-0.001578097,-0.116307718,0.077868744
alpha,0.004255615,-0.003114656,-0.000455258,0.004662567,-0.002092304,-0.014896699
beta,-0.003114656,0.029725406,0.000820592,-0.010502096,-0.040431871,0.009087593
gamma,-0.000455258,0.000820592,0.001979793,0.000253402,-0.009241347,-0.002995983
delta,0.004662567,-0.010502096,0.000253402,0.014686387,-0.041194549,-0.016230578
lambda,-0.002092304,-0.040431871,-0.009241347,-0.041194549,1.302146533,0.01896863
luce,-0.014896699,0.009087593,-0.002995983,-0.016230578,0.01896863,0.079703269
alpha,0.04007598,-0.003077915,-0.021395342,0.001416535,0.002508335,-0.002325613
beta,-0.003077915,0.075923564,0.009628387,-0.010051975,-0.026203303,-0.008765295
gamma,-0.021395342,0.009628387,0.090186807,-0.002241079,0.005153707,-0.026703965
delta,0.001416535,-0.010051975,-0.002241079,0.005952234,-0.004478033,-8.74E-06
lambda,0.002508335,-0.026203303,0.005153707,-0.004478033,1.309970761,-0.011256085
luce,-0.002325613,-0.008765295,-0.026703965,-8.74E-06,-0.011256085,0.067201103
alpha,0.05883774,-0.000381226,-0.032713757,0.000662633,-0.000997103,-0.001081755
beta,-0.000381226,0.003459024,0.002928455,0.00015065,-0.014873295,-0.005019865
gamma,-0.032713757,0.002928455,0.078502622,-0.000792009,0.003848045,-0.008978941
delta,0.000662633,0.00015065,-0.000792009,0.000840017,-0.003643258,-0.001441912
lambda,-0.000997103,-0.014873295,0.003848045,-0.003643258,0.230406642,-0.02514394
luce,-0.001081755,-0.005019865,-0.008978941,-0.001441912,-0.02514394,0.03978206
alpha,0.038267129,-0.00064948,-0.026689274,0.002296152,0.030610527,-0.005183358
beta,-0.00064948,0.005448014,0.011484791,-9.17E-05,-0.045026185,-0.003577963
gamma,-0.026689274,0.011484791,0.09696755,-0.00684833,-0.086042179,-0.006628299
delta,0.002296152,-9.17E-05,-0.00684833,0.008114511,-0.018183634,-0.007637411
lambda,0.030610527,-0.045026185,-0.086042179,-0.018183634,1.098338515,-0.103406431
luce,-0.005183358,-0.003577963,-0.006628299,-0.007637411,-0.103406431,0.070221008
alpha,0.000975635,-0.000746534,1.19E-05,0.001297676,0.000261776,-0.00248817
beta,-0.000746534,0.058912177,0.001821326,-0.025220529,-0.020788746,0.001096731
gamma,1.19E-05,0.001821326,0.003629311,-0.001543254,-0.003632525,-0.001166296
delta,0.001297676,-0.025220529,-0.001543254,0.04174575,-0.045187727,-0.00408092
lambda,0.000261776,-0.020788746,-0.003632525,-0.045187727,1.355051371,-0.00275644
luce,-0.00248817,0.001096731,-0.001166296,-0.00408092,-0.00275644,0.035459319
alpha,0.030587701,0.001693104,-0.001866718,0.000445141,0.006375758,-0.005679715
beta,0.001693104,0.000980611,0.00482677,1.27E-05,-0.009385418,-0.000945309
gamma,-0.001866718,0.00482677,0.073867328,-0.000709198,-0.021403737,-0.006041082
delta,0.000445141,1.27E-05,-0.000709198,0.000467278,0.003092217,0.00018568
lambda,0.006375758,-0.009385418,-0.021403737,0.003092217,0.681203574,-0.071074646
luce,-0.005679715,-0.000945309,-0.006041082,0.00018568,-0.071074646,0.055680863
alpha,0.027695591,0.000845568,-0.004725776,0.000681394,0.019201113,-0.002995941
beta,0.000845568,0.001170719,0.00419441,0.000376702,-0.008132674,-0.000560296
gamma,-0.004725776,0.00419441,0.073665225,0.000425138,-0.011516349,-0.003376951
delta,0.000681394,0.000376702,0.000425138,0.001351944,0.000108576,0.000360083
lambda,0.019201113,-0.008132674,-0.011516349,0.000108576,0.714125287,-0.105527065
luce,-0.002995941,-0.000560296,-0.003376951,0.000360083,-0.105527065,0.056481598
alpha,0.007642816,-0.001780682,-0.004196595,0.001676172,0.037251507,-0.010435902
beta,-0.001780682,0.005569637,0.003059492,0.000272256,-0.056055095,-0.003932098
gamma,-0.004196595,0.003059492,0.0055511,0.000211041,-0.026478975,-0.003471608
delta,0.001676172,0.000272256,0.000211041,0.00254421,-0.01048572,-0.005950343
lambda,0.037251507,-0.056055095,-0.026478975,-0.01048572,1.113563155,-0.055657712
luce,-0.010435902,-0.003932098,-0.003471608,-0.005950343,-0.055657712,0.072064
alpha,0.078755531,-0.003741184,-0.032756121,0.000906617,0.00340104,0.006517001
beta,-0.003741184,0.006078895,0.005862045,-0.000763558,-0.0350785,-0.009153116
gamma,-0.032756121,0.005862045,0.051240167,-0.001013344,-0.003513132,-0.012420628
delta,0.000906617,-0.000763558,-0.001013344,0.000545604,-0.002092017,-0.000919192
lambda,0.00340104,-0.0350785,-0.003513132,-0.002092017,0.777251052,-0.019199844
luce,0.006517001,-0.009153116,-0.012420628,-0.000919192,-0.019199844,0.069015819
alpha,0.036575933,0.000960091,-0.018946429,0.002205787,0.031290229,-0.008822472
beta,0.000960091,0.004082985,0.008807362,0.000598392,-0.032516368,-0.003139755
gamma,-0.018946429,0.008807362,0.07802206,-0.002326683,-0.071426951,-0.012240168
delta,0.002205787,0.000598392,-0.002326683,0.008253198,-0.007408365,-0.003831741
lambda,0.031290229,-0.032516368,-0.071426951,-0.007408365,1.002394814,-0.160663846
luce,-0.008822472,-0.003139755,-0.012240168,-0.003831741,-0.160663846,0.070804634
alpha,0.003084361,-0.003066902,-0.000707674,0.0087357,0.003409826,-0.011665282
beta,-0.003066902,0.060947068,0.002950814,-0.038381767,0.031150345,0.008043354
gamma,-0.000707674,0.002950814,0.00463246,-0.005965527,-0.001904101,-0.000404107
delta,0.0087357,-0.038381767,-0.005965527,0.086177178,-0.062308255,-0.026743883
lambda,0.003409826,0.031150345,-0.001904101,-0.062308255,1.317077505,-0.019429049
luce,-0.011665282,0.008043354,-0.000404107,-0.026743883,-0.019429049,0.064978886
alpha,0.002779002,-0.000980586,0.00066453,0.003242225,-0.000993835,-0.008280833
beta,-0.000980586,0.056546607,0.00048074,-0.01746468,0.001546903,0.002489069
gamma,0.00066453,0.00048074,0.002238583,-7.71E-05,-0.000761731,-0.001466707
delta,0.003242225,-0.01746468,-7.71E-05,0.030034494,-0.048680334,-0.008762091
lambda,-0.000993835,0.001546903,-0.000761731,-0.048680334,1.411419824,-0.000754054
luce,-0.008280833,0.002489069,-0.001466707,-0.008762091,-0.000754054,0.038322986
alpha,0.039844772,0.000355571,-0.012651213,-0.000157028,0.000278934,-0.003063901
beta,0.000355571,0.001376225,0.00222072,0.001218447,-0.010060929,-0.001768241
gamma,-0.012651213,0.00222072,0.089568524,-0.001003347,0.000636218,0.003764651
delta,-0.000157028,0.001218447,-0.001003347,0.001856815,-0.009546836,-0.002549634
lambda,0.000278934,-0.010060929,0.000636218,-0.009546836,0.626682553,-0.028734736
luce,-0.003063901,-0.001768241,0.003764651,-0.002549634,-0.028734736,0.049901681
alpha,0.026296249,4.74E-05,-0.019158755,0.000647042,0.007607433,-0.001441214
beta,4.74E-05,0.001277804,0.004794953,-0.000266956,-0.007797116,-0.001379418
gamma,-0.019158755,0.004794953,0.078542287,-0.003963456,-0.0227384,-0.000242853
delta,0.000647042,-0.000266956,-0.003963456,0.001190448,-0.00224946,-0.001414282
lambda,0.007607433,-0.007797116,-0.0227384,-0.00224946,0.280138987,-0.008710614
luce,-0.001441214,-0.001379418,-0.000242853,-0.001414282,-0.008710614,0.022068745
alpha,0.045936065,-0.000900046,-0.026256378,-7.68E-05,0.028979051,-0.00541536
beta,-0.000900046,0.001433066,0.002894644,0.000833281,-0.008203383,-0.000832505
gamma,-0.026256378,0.002894644,0.077930454,0.000241415,-0.030494213,-0.002207026
delta,-7.68E-05,0.000833281,0.000241415,0.001571991,-0.002584536,-0.001435894
lambda,0.028979051,-0.008203383,-0.030494213,-0.002584536,0.893019822,-0.164615998
luce,-0.00541536,-0.000832505,-0.002207026,-0.001435894,-0.164615998,0.070493288
alpha,0.003347369,-0.001102126,0.001044852,0.003871918,0.00845975,-0.009987319
beta,-0.001102126,0.008082079,0.001459872,-0.003707172,-0.044209759,0.00284817
gamma,0.001044852,0.001459872,0.003930811,-0.000137281,-0.004540546,-0.003195293
delta,0.003871918,-0.003707172,-0.000137281,0.011753842,-0.019550356,-0.005607193
lambda,0.00845975,-0.044209759,-0.004540546,-0.019550356,0.850657305,-0.063036119
luce,-0.009987319,0.00284817,-0.003195293,-0.005607193,-0.063036119,0.069535876
alpha,0.00188342,-0.000597789,-0.000670543,0.00611199,0.007289621,-0.001531254
beta,-0.000597789,0.03089463,0.000859416,-0.020126232,-0.034069157,-7.80E-05
gamma,-0.000670543,0.000859416,0.00234229,-0.005373756,-0.00678763,-0.000475918
delta,0.00611199,-0.020126232,-0.005373756,0.096712019,-0.007015995,-0.003276858
lambda,0.007289621,-0.034069157,-0.00678763,-0.007015995,1.174152417,-0.011700075
luce,-0.001531254,-7.80E-05,-0.000475918,-0.003276858,-0.011700075,0.025913423
alpha,0.072198586,-0.001564487,-0.039836067,-0.000336883,0.01281471,0.007361396
beta,-0.001564487,0.004680231,0.004851619,0.000962337,-0.031870404,-0.003786289
gamma,-0.039836067,0.004851619,0.071469106,-0.00028383,-0.026112112,-0.014613407
delta,-0.000336883,0.000962337,-0.00028383,0.009784714,-0.019197678,-0.001325867
lambda,0.01281471,-0.031870404,-0.026112112,-0.019197678,0.815756178,-0.136282552
luce,0.007361396,-0.003786289,-0.014613407,-0.001325867,-0.136282552,0.071326556
alpha,0.003105189,-0.000434636,0.001349323,0.001385307,0.005377963,-0.009491137
beta,-0.000434636,0.007787505,0.001368621,-0.003659115,-0.013720138,0.001472168
gamma,0.001349323,0.001368621,0.004432077,-0.000361578,0.002106333,-0.003840191
delta,0.001385307,-0.003659115,-0.000361578,0.004395892,-0.032508022,-0.003596111
lambda,0.005377963,-0.013720138,0.002106333,-0.032508022,1.142748125,-0.026992092
luce,-0.009491137,0.001472168,-0.003840191,-0.003596111,-0.026992092,0.064854492
alpha,0.062482361,-0.000572433,-0.034774507,0.001555023,0.035609648,-0.00127137
beta,-0.000572433,0.004739625,0.005589606,0.000693205,-0.031908646,-0.00344256
gamma,-0.034774507,0.005589606,0.062681143,-0.001178179,-0.03755724,-0.012151011
delta,0.001555023,0.000693205,-0.001178179,0.007662796,-0.009201442,-0.002014865
lambda,0.035609648,-0.031908646,-0.03755724,-0.009201442,0.769342747,-0.130555426
luce,-0.00127137,-0.00344256,-0.012151011,-0.002014865,-0.130555426,0.068648257
alpha,0.066550489,-0.000934224,-0.019141389,0.00053855,-0.002189565,0.001753559
beta,-0.000934224,0.059189333,0.003213162,-0.004878826,-0.038345955,-0.004892308
gamma,-0.019141389,0.003213162,0.028732425,0.000540202,0.00803529,-0.012995272
delta,0.00053855,-0.004878826,0.000540202,0.004117463,-0.013917062,-0.002301684
lambda,-0.002189565,-0.038345955,0.00803529,-0.013917062,1.296087875,-0.006419825
luce,0.001753559,-0.004892308,-0.012995272,-0.002301684,-0.006419825,0.084015995
alpha,0.02131358,-0.001674649,-0.009147928,0.001222962,0.039357008,-0.004907313
beta,-0.001674649,0.002988204,0.001415362,0.000672216,-0.026423005,-0.004048225
gamma,-0.009147928,0.001415362,0.006701719,-0.000329027,-0.001578094,-0.004832654
delta,0.001222962,0.000672216,-0.000329027,0.001486569,-0.009579094,-0.001922489
lambda,0.039357008,-0.026423005,-0.001578094,-0.009579094,0.885692618,-0.144221675
luce,-0.004907313,-0.004048225,-0.004832654,-0.001922489,-0.144221675,0.081031414
alpha,0.070188412,-0.001914898,-0.023768477,-0.001285715,0.017332313,0.005865709
beta,-0.001914898,0.001744327,0.001926261,0.001513601,-0.011222745,-0.003299437
gamma,-0.023768477,0.001926261,0.048979332,-7.99E-05,0.002010936,-0.00978654
delta,-0.001285715,0.001513601,-7.99E-05,0.002189281,-0.008385941,-0.003563451
lambda,0.017332313,-0.011222745,0.002010936,-0.008385941,0.879222878,-0.101407519
luce,0.005865709,-0.003299437,-0.00978654,-0.003563451,-0.101407519,0.071356086
alpha,0.053593823,-0.000356306,-0.02700062,0.001179922,0.028099078,-0.009474241
beta,-0.000356306,0.001675987,0.003919224,-0.000204631,-0.015636837,-0.000571218
gamma,-0.02700062,0.003919224,0.061353496,-0.001613452,-0.02308291,-0.003686108
delta,0.001179922,-0.000204631,-0.001613452,0.000724188,0.000760138,-1.74E-05
lambda,0.028099078,-0.015636837,-0.02308291,0.000760138,0.677170734,-0.140341221
luce,-0.009474241,-0.000571218,-0.003686108,-1.74E-05,-0.140341221,0.07007102
alpha,0.00216902,0.000213687,-0.00108352,0.00078518,0.013841917,-0.003693805
beta,0.000213687,0.001080218,0.001623332,0.000201218,-0.010801552,-0.002793448
gamma,-0.00108352,0.001623332,0.007903122,-0.000297463,-0.010268218,-0.005595352
delta,0.00078518,0.000201218,-0.000297463,0.001062593,-0.001500023,-0.001670592
lambda,0.013841917,-0.010801552,-0.010268218,-0.001500023,0.432574258,-0.030299099
luce,-0.003693805,-0.002793448,-0.005595352,-0.001670592,-0.030299099,0.043424836
